"FID","Area_Day_21","Area_Day_21_.MPH.","Area_Day_29","Area_Day_29_.MPH.","Area_Growth","Area_Growth_.MPH.","DTF","LTF","LTF_.MPH.","Perimeter_Day_21_.MPH.","Perimeter_Day_29","Perimeter_Day_29_.MPH.","Perimeter_Growth","Perimeter_Growth_.MPH.","Rosette_Diameter","Rosette_Diameter_.MPH.","Rosette_Dry_Mass_.MPH."
"C001",77.4803,0.4284,52.3031,1.586,25.8931,1.1399,3.6068,2.5302,0.09,-0.552,22.7895,0.0229,13.6037,0.2588,71.7505,11.3551,0.0612
"C002",70.0266,-7.3114,46.4819,-3.0652,22.5082,-1.8137,3.629,2.4674,0.0475,-2.2682,21.4655,-1.0156,12.1369,-1.0129,59.4798,-0.539,-0.395
"C003",86.4012,13.6674,56.1731,1.807,27.7321,0.6482,3.633,2.5296,0.05,3.2277,24.3252,0.4857,14.7474,-0.0974,77.0776,6.9741,0.1051
"C004",76.5179,2.1226,55.0911,2.3875,27.7554,1.4646,3.57,2.4538,7e-04,0.5121,24.1763,0.5058,15.5596,0.6633,78.9131,9.271,-0.1501
"C005",64.7584,-20.0654,48.1686,-2.7511,24.1447,-1.0297,3.6444,2.454,0.0064,-5.7478,22.1175,-1.0434,13.8413,-0.32,81.2139,17.7878,0.0885
"C006",77.6647,0.0212,50.8141,-0.5501,24.7966,-0.4162,3.6084,2.5028,0.1073,0.409,22.5496,-0.4975,12.9063,-0.9385,59.5453,-4.9028,-0.1133
"C007",81.8055,7.7784,52.7801,1.8399,25.8087,0.9622,3.6042,2.4631,0.0777,1.5899,23.1369,0.3803,13.6647,0.3765,58.6608,0.7878,-0.4581
"C009",78.1968,5.118,53.4787,1.2348,26.6036,0.6261,3.6124,2.436,0.0117,1.6165,24.25,0.5695,15.4811,0.5764,81.4113,-9.8222,-0.3582
"C010",72.5183,-0.0864,51.7644,1.8361,25.9252,1.2376,3.5838,2.4716,0.0842,-0.425,22.9767,0.5219,14.2606,0.8632,86.9112,24.7526,0.1589
"C011",78.5969,1.1714,54.5546,2.1527,27.3146,1.4024,3.5842,2.5655,0.1953,0.0848,23.9902,0.5641,15.246,0.8197,92.7878,25.4665,0.2433
"C012",78.7776,5.9866,51.6206,-0.7576,25.2544,-0.805,3.5872,2.4989,0.025,1.6658,23.8113,-0.0613,14.6612,-0.4418,78.5725,-5.1383,-0.4371
"C013",72.3685,-3.125,50.8434,-0.1022,25.3201,0.0686,3.5826,2.4327,0.1405,-1.0046,22.7002,-0.2762,13.8023,-0.2581,63.8814,-0.8369,-0.007
"C014",78.0523,14.7846,51.7903,3.0457,25.4323,1.3914,3.6294,2.6112,0.135,3.4028,23.6936,0.984,14.5553,0.6673,76.638,9.4195,0.2653
"C015",84.5233,11.2048,52.0944,-0.5213,24.9634,-0.9965,3.5902,2.4396,0.2151,2.2413,22.753,-0.4981,12.4136,-1.5001,50.2908,-10.1847,-0.3054
"C016",78.14,5.2696,51.6124,0.8658,25.3248,0.3704,3.621,2.5231,0.2003,0.916,23.2715,0.3601,13.991,0.3785,63.769,17.5067,0.4137
"C017",75.9202,6.8318,48.8037,0.1547,23.497,-0.2633,3.6194,2.5059,0.2992,0.7485,21.7528,-0.2778,11.8336,-0.603,52.6408,7.3396,0.3508
"C018",88.1416,24.8206,57.179,6.4884,28.3086,3.3785,3.554,2.4684,0.0607,6.2592,24.7455,2.3647,15.3077,2.323,59.7658,13.7482,-0.0391
"C020",88.1896,28.843,56.5225,8.2559,27.8032,4.4637,3.5834,2.5149,0.0167,6.5043,23.8482,2.7766,14.091,2.8558,47.6332,6.052,-0.1096
"C021",79.4041,2.5684,55.8379,2.2272,28.0944,1.3981,3.6064,2.526,0.0239,0.4907,23.1751,0.4747,14.0318,0.5675,75.4792,23.1231,0.5064
"C022",89.5751,35.9304,58.161,8.1474,28.8598,4.0383,3.6238,2.6076,0.1204,8.6355,24.53,2.6589,15.0362,2.2203,71.5198,14.3532,0.3584
"C023",95.2032,37.9934,59.7077,9.0988,29.3917,4.5665,3.543,2.4304,0.0125,9.9124,25.4669,3.5589,15.6752,3.211,78.9309,32.2302,0.3854
"C024",78.1133,13.7358,49.3259,1.0937,23.6056,-0.027,3.7074,2.605,0.0703,3.917,21.1533,0.3095,10.2899,-0.9706,19.578,-21.5212,-0.3692
"C025",87.0999,21.2624,53.45,3.2652,25.6464,1.1875,3.6832,2.6108,0.2029,5.4326,22.6984,1.0809,12.0493,0.1416,33.1531,-6.9726,0.0977
"C026",82.4637,14.234,57.7291,5.8264,29.1136,3.333,3.6242,2.6067,0.0684,3.6988,25.254,2.5933,16.6995,3.2126,90.0341,36.1604,0.6259
"C027",90.1147,27.7776,60.1829,8.1869,30.1924,4.4106,3.647,2.4743,-0.0094,6.519,24.9667,2.9031,15.9456,3.1739,54.1532,4.1877,0.5135
"C029",87.1942,32.1604,58.2651,9.0921,29.1378,4.8378,3.558,2.4683,0.0585,7.3386,24.7343,3.4186,15.7298,3.7129,81.2968,36.8856,0.5753
"C030",85.9865,18.6212,57.9909,5.8566,29.0135,3.1851,3.623,2.5906,0.1501,4.6637,24.6546,2.0274,15.4737,2.1352,64.306,17.7319,0.8296
"C031",91.8213,34.9692,61.1163,9.4934,30.6768,5.0051,3.5676,2.5639,0.0675,9.192,26.0692,3.3356,17.0447,3.3222,79.033,13.0696,0.4179
"C032",77.7961,10.6254,55.2018,5.0114,27.7951,2.9313,3.547,2.4725,0.1579,3.4424,23.7022,1.8649,14.7829,2.103,63.4876,16.5167,0.6509
"C033",85.8201,33.2154,58.0845,10.0952,29.1103,5.4572,3.631,2.5618,0.0632,7.707,25.4081,3.8376,16.7539,4.2463,90.1964,40.7254,0.7173
"C034",92.866,30.7852,57.4047,5.5443,27.8969,2.3246,3.5402,2.3998,0.1529,7.131,23.7677,1.6557,13.1257,0.5925,56.1572,13.4291,0.1707
"C035",73.4945,-0.6238,50.4528,0.707,24.967,0.5168,3.58,2.371,-0.1586,-0.8022,22.1786,0.2979,13.1105,0.68,49.1841,4.0949,-0.3125
"C053",81.3227,11.0084,55.7222,5.7604,27.8896,3.524,3.5982,2.6039,0.1413,2.5754,24.1503,2.5228,15.4249,3.4606,76.0302,33.3823,0.6343
"C055",74.3212,1.1034,49.1799,0.3615,23.7924,0.035,3.6808,2.5918,0.1169,-0.5805,22.3125,0.5847,13.1229,0.9933,48.5186,-8.1306,0.0209
"C056",75.4788,0.3516,50.3388,2.0455,24.6947,1.532,3.6592,2.5048,-0.0259,0.3486,22.5009,1.0436,13.3058,1.7105,67.4816,11.5227,0.489
"C057",79.8448,0.3802,54.9139,1.2766,27.4551,0.9358,3.6436,2.5892,0.0546,0.3486,23.8763,0.7901,14.9927,1.1683,78.9205,12.1866,0.4068
"C058",65.6302,-18.4964,48.5391,-1.6519,24.3226,-0.2872,3.5936,2.5134,0.0109,-4.9671,21.9449,-0.4626,13.6259,0.4851,76.334,16.2776,-0.0227
"C059",71.6389,-10.811,52.4182,0.3879,26.4099,0.7516,3.6738,2.629,0.0181,-2.3868,23.2094,0.2818,14.7454,1.0161,96.3607,25.8495,0.3849
"C060",79.6416,3.276,53.7184,3.507,26.6227,2.3407,3.6298,2.5722,0.1319,1.1696,23.1986,1.1953,13.9836,1.7157,80.0067,25.5033,0.3004
"C061",81.6746,18.0516,55.3893,6.1897,27.6315,3.5084,3.6016,2.5855,0.1432,4.382,24.3811,2.6797,15.6259,3.2489,81.9889,23.1999,0.4706
"C062",74.9011,-6.6192,49.6429,-2.518,24.2668,-1.3847,3.6294,2.6047,0.1318,-0.7727,21.9205,-1.0924,12.2062,-1.4924,66.9071,5.9552,0.422
"C063",67.3418,-21.5132,50.6855,-0.9877,25.571,0.2234,3.6104,2.5554,0.1302,-4.6805,22.5517,-0.1211,14.2753,0.8694,85.6481,21.6965,0.5381
"C064",76.7935,6.1546,54.2297,3.6886,27.2221,2.2936,3.6674,2.674,0.2317,1.1991,23.5236,1.0692,14.8673,1.4498,69.5617,2.657,0.9306
"C065",82.2846,6.5528,54.365,2.478,26.8628,1.4674,3.6132,2.6012,0.3218,1.3866,23.3187,0.821,13.9288,1.0354,66.8488,9.743,0.471
"C066",78.7967,6.4086,53.5681,3.5502,26.6405,2.2506,3.6252,2.5149,0.1372,1.2277,23.363,1.205,14.3532,1.7611,66.5943,23.7016,0.8804
"C067",76.4369,2.1914,52.4163,2.6439,26.0672,1.7938,3.6102,2.5072,-0.055,0.0043,22.6466,0.3802,13.5129,0.7223,70.3093,10.8423,0.064
"C068",78.9092,13.349,52.6191,3.8273,25.945,2.0107,3.6184,2.487,0.0447,1.9512,22.7932,1.4511,13.6042,1.8349,65.8842,23.6127,0.2979
"C069",65.1037,-13.231,44.8566,-2.2667,21.8537,-0.8776,3.6596,2.4535,-0.0569,-4.0763,20.5434,-0.6285,11.5585,0.1581,52.5914,-2.991,-0.2142
"C070",63.8504,-20.6142,43.5371,-5.9283,21.023,-3.194,3.6582,2.4861,0.0559,-5.1055,19.5902,-2.418,10.1225,-2.5069,67.6694,6.9674,0.1713
"C071",68.2949,-12.2498,47.1944,-1.847,23.1716,-0.6791,3.6868,2.6505,0.2304,-3.1236,20.825,-0.8928,11.458,-0.615,64.2842,10.1573,0.1727
"C072",76.2616,5.9276,53.1924,2.4331,26.5745,1.402,3.6112,2.5329,-0.0177,0.6563,23.6226,0.8616,14.8855,1.2334,71.9993,4.1244,-0.3859
"C074",70.1853,-3.912,49.6862,-0.659,24.7185,-0.2631,3.638,2.4603,0.0013,-1.1476,22.4313,-0.2104,13.6707,-0.0186,86.4353,-1.052,-0.0362
"C075",72.1479,6.1658,49.939,1.9094,24.734,1.0422,3.642,2.4832,0.0611,1.0215,22.1124,0.6964,13.0426,0.8605,84.1204,25.7078,0.2718
"C076",71.2117,-6.8306,48.8652,-2.1258,24.0636,-1.1565,3.6438,2.5212,0.0684,-1.9332,21.7987,-0.9288,12.4868,-1.0169,76.6616,16.0862,0.0413
"C077",75.8169,2.6044,49.9532,-0.5499,24.3695,-0.5468,3.6958,2.7397,0.3348,1.0367,22.3195,-0.0678,12.814,-0.3969,62.3636,-1.2116,0.6824
"C078",75.7567,8.6354,49.532,-0.5988,24.0699,-0.8293,3.6194,2.462,-0.04,2.3275,21.7108,-0.1689,11.7597,-0.9807,56.1348,-9.0265,0.0913
"C079",70.861,0.8532,48.8875,-0.1594,24.0966,-0.1591,3.616,2.4985,0.1716,-0.4606,21.7247,-0.2129,12.4885,-0.3566,76.0251,15.0529,0.2933
"C080",82.247,30.167,53.2451,6.3992,26.1041,3.0592,3.6788,2.6212,0.1103,7.0376,24.1759,2.5052,15.0356,2.3629,54.9168,-8.5555,0.3649
"C081",69.1359,-5.7454,47.1699,-1.6779,23.0223,-0.9363,3.6824,2.5522,0.1947,-3.127,21.4267,-0.4458,12.6198,0.2226,59.8765,17.3604,0.8459
"C082",77.0993,10.6838,51.8356,3.2332,25.5886,1.7466,3.6354,2.4183,-0.1236,2.1551,23.245,1.2641,14.0891,1.4934,79.9463,20.8558,-0.1038
"C083",77.4537,4.4758,49.4197,0.3977,23.7234,-0.0038,3.6056,2.4938,0.0181,1.4611,22.2478,0.0372,12.2148,-0.4009,58.2434,-1.0852,-0.2599
"C085",85.8254,25.9948,55.7757,7.2799,27.4893,3.9055,3.6336,2.5589,0.0208,6.5254,24.5399,2.6884,15.1766,2.7649,73.0299,14.0403,0.0311
"C086",79.658,9.328,51.8828,1.5477,25.366,0.7338,3.6966,2.729,0.0825,2.3081,23.2595,0.8878,13.9608,0.9606,78.5932,9.1489,0.1382
"C087",79.9149,17.641,51.9253,3.5802,25.3553,1.7367,3.645,2.6142,0.059,4.4381,22.9177,1.2168,13.3519,0.9051,86.7747,16.2971,0.2911
"C088",79.9642,18.4688,50.5384,3.9748,24.2893,1.8596,3.66,2.4957,-0.107,4.2453,22.1713,1.4977,12.1774,1.2859,58.8341,4.4239,-0.2311
"C089",91.9158,34.1692,58.0826,7.8484,28.5634,3.9857,3.644,2.5538,-0.0526,7.768,25.3422,2.8517,15.9909,2.8729,75.9731,8.7885,0.2349
"C090",85.9146,20.4084,55.266,4.9385,27.1663,2.5874,3.606,2.4673,-0.0845,4.5344,23.56,1.6666,14.0254,1.6227,70.4439,7.1675,-0.3427
"C092",82.8201,18.2908,54.9399,5.1199,27.2397,2.8528,3.6084,2.4355,-0.0793,5.1692,24.4824,2.1112,15.4614,2.3062,75.1848,-11.6122,-0.4071
"C093",72.959,4.7212,50.7289,3.2244,25.1931,2.096,3.6252,2.4711,-0.0068,0.9904,22.3691,1.2236,13.402,1.7541,82.2325,24.5103,0.4155
"C094",80.7379,9.3796,52.0085,2.0305,25.3246,1.0031,3.618,2.5947,0.134,1.9932,22.9232,0.8064,13.4736,0.7969,80.8532,17.9683,0.4322
"C095",82.8873,19.8296,52.0709,2.4652,25.1577,0.8533,3.6234,2.4456,-0.1123,4.491,22.8933,1.284,13.1837,0.9774,56.9555,-7.5154,-0.0822
"C096",79.0285,10.4144,50.6213,0.6671,24.4672,-0.0016,3.6128,2.5117,-0.0528,3.4311,23.3057,0.7424,13.7961,0.4426,78.278,-0.9964,-0.2775
"C097",76.8563,9.7768,51.8558,3.3341,25.6194,1.9585,3.5982,2.4805,0.0978,1.2748,22.7271,1.06,13.7434,1.4325,67.7183,7.4364,0.1624
"C098",84.2255,31.0572,54.5076,8.1869,26.7525,4.3022,3.6756,2.6873,0.1207,7.1159,24.3181,2.9178,15.1154,2.9768,94.4334,31.6514,0.6758
"C099",79.8174,16.3032,53.4799,4.6341,26.4934,2.5909,3.6176,2.5324,0.0546,3.6221,23.5233,1.6248,14.5115,1.8232,88.6005,22.7626,0.4118
"C101",72.5781,-6.9858,51.3668,-1.1005,25.6577,-0.4303,3.6212,2.4452,-0.0692,-2.6546,22.2029,-0.5978,13.2308,-0.3987,65.0827,-1.2747,-0.2606
"C102",80.268,5.3272,53.1299,1.1878,26.2001,0.7067,3.6508,2.6127,0.0426,0.9549,23.0151,0.4848,13.6481,0.5528,64.3014,-1.3657,0.2116
"C103",73.1319,-9.4266,52.8481,-2.7757,26.5912,-1.4657,3.6098,2.5928,0.0453,-2.2725,22.8395,-1.1506,14.105,-1.2709,80.3971,4.4164,-0.1434
"C104",69.9137,-14.5322,51.9736,-1.8663,26.2343,-0.7062,3.6556,2.5725,0.0305,-3.801,22.9674,-0.513,14.5888,-0.052,85.4087,15.6441,0.4825
"C105",75.0384,-8.6148,54.6718,-1.0073,27.6311,-0.3578,3.6706,2.6717,0.0213,-2.3228,23.7488,-0.2517,15.2614,0.0321,79.2126,-1.0067,-0.1128
"C107",81.6702,2.5408,56.8609,1.5388,28.5992,0.921,3.6342,2.6606,0.1959,0.5003,24.2209,0.4753,15.4127,0.5069,82.3742,8.7143,0.2491
"C108",79.5097,4.371,55.2852,0.3354,27.7166,0.0555,3.6112,2.5709,0.0092,0.5173,23.231,-0.0071,14.2293,-0.206,75.9154,0.6694,0.2463
"C109",72.835,-10.6758,51.9715,-3.3268,26.0265,-1.7989,3.608,2.5552,-0.0132,-2.6455,23.5795,-0.6127,15.1606,-0.422,77.7217,-12.3277,-0.3873
"C110",79.43,12.7626,54.8294,3.1646,27.4357,1.6287,3.6828,2.6873,0.1167,2.9426,24.6268,1.5977,16.0623,1.6946,80.2922,6.7351,0.2259
"C111",67.4536,-17.1278,50.1372,-4.0527,25.2324,-2.0269,3.6426,2.4733,-0.0084,-5.0113,21.9267,-1.6007,13.5792,-1.3382,90.0573,13.4443,0.4245
"C112",62.3507,-31.0864,44.8875,-8.7793,22.1286,-4.592,3.6566,2.609,0.1918,-7.6401,19.8499,-3.3811,10.6576,-3.4345,37.0157,-15.5852,0.2312
"C113",61.0381,-27.7096,43.0096,-8.5596,20.9408,-4.5857,3.7022,2.6722,0.371,-6.8905,19.4219,-2.9284,10.1078,-2.8084,53.9252,2.2855,0.6176
"C114",75.6529,3.2878,55.3946,3.4463,28.0656,2.1624,3.5136,2.2891,-0.1864,1.2806,24.1929,1.6615,15.891,2.3752,70.0969,18.2022,0.042
"C115",83.1414,15.1952,56.8003,4.8253,28.4541,2.7278,3.577,2.5183,0.0103,4.0903,24.3776,1.4605,15.3261,1.4501,79.6902,13.4178,0.2161
"C116",72.2422,0.5644,51.4497,0.6448,25.7279,0.4329,3.6028,2.4832,-0.0046,-0.5323,22.2524,-0.3793,13.2328,-0.4482,77.8342,11.9383,-0.3095
"C117",73.7619,0.5368,52.5031,2.2233,26.3209,1.6207,3.5734,2.3968,-0.1468,0.4213,23.4642,1.1029,14.9037,1.7569,67.1989,1.9933,-0.4316
"C118",85.4533,24.769,56.8235,4.646,28.2757,2.1282,3.5646,2.4215,-0.0939,5.24,24.2143,0.9029,14.9432,0.2509,73.2478,3.9447,-0.1833
"C119",81.5747,10.7612,53.7426,1.5447,26.5059,0.6863,3.6054,2.5947,0.1414,3.073,22.855,-0.0521,13.005,-0.8144,71.4304,7.6803,-0.1009
"C120",75.4739,0.8036,54.9098,0.994,27.7485,0.6071,3.5698,2.4614,-0.1224,0.1966,24.3431,0.3927,15.9334,0.5348,82.1972,4.699,-0.1766
"C121",77.269,2.6356,54.828,0.8189,27.5851,0.4426,3.5598,2.4272,-0.102,1.0254,23.7878,0.4345,15.1545,0.4712,62.9576,-10.6323,-0.3091
"C123",73.5512,-0.7286,54.2934,0.7917,27.4771,0.5266,3.5884,2.5019,0.0097,-0.2663,24.0898,0.2588,15.8336,0.3978,102.9028,5.7923,0.0085
"C124",75.0854,-2.407,53.19,-0.4696,26.674,-0.2112,3.5768,2.5046,0.0664,-0.2029,23.4005,-0.1761,14.7114,-0.246,81.6041,8.4057,0.2593
"C125",62.7107,-22.7026,47.8809,-5.755,24.0937,-2.9387,3.5672,2.3715,-0.1703,-5.7598,22.0529,-1.9703,13.9373,-1.6968,72.7852,-16.8027,-0.4365
"C126",76.1714,14.4674,54.1902,4.1878,27.2496,2.2358,3.6356,2.5321,-0.012,3.6583,24.5565,1.6964,16.1791,1.7599,97.8875,24.792,0.4045
"C127",72.4946,-9.408,50.9947,-2.8787,25.3836,-1.5494,3.5294,2.1828,-0.1096,-2.0917,22.6971,-0.7045,13.947,-0.4979,53.1376,-13.215,-0.5235
"C128",65.1909,-16.3054,48.9657,-1.1987,24.6326,-0.1541,3.5908,2.4061,-0.0639,-4.7361,21.7272,-0.2946,13.4781,0.6974,53.2317,7.553,-0.2764
"C129",74.5553,6.5214,50.1855,1.1645,24.6854,0.5069,3.6378,2.5173,0.035,1.2646,22.6722,0.5502,13.5119,0.566,57.4468,-2.2331,-0.0203
"C130",70.2063,-8.7262,50.5804,-1.6524,25.3191,-0.7603,3.6738,2.5813,-0.037,-2.1607,23.0734,-0.2484,14.6216,0.0758,88.2348,14.693,0.0497
"C131",81.5212,21.7028,56.2954,6.0526,28.2497,3.1839,3.5992,2.6079,0.0808,5.2953,24.4551,1.8041,15.6091,1.6167,90.5108,15.9357,0.1789
"C132",84.2946,18.0564,54.8808,4.0428,27.0259,1.9564,3.6194,2.5344,0.0765,4.3355,24.4483,1.7604,15.3487,1.7079,70.288,6.1788,0.4886
"C133",80.0013,11.1892,55.7681,3.6362,28.01,1.9851,3.6228,2.5821,0.0038,2.808,24.6044,1.1638,15.8379,1.1743,79.1262,7.844,0.1617
"C134",71.8117,-6.9484,51.8729,-0.3523,26.0513,0.0252,3.666,2.5832,0.0595,-1.1779,22.9659,0.1223,14.3468,0.3985,79.9348,12.5608,0.4501
"C136",85.6038,24.7074,59.0808,7.363,29.7632,3.9292,3.5956,2.5135,0.0268,6.5798,26.0648,2.7434,17.5554,2.8547,95.3814,4.4868,0.0577
"C137",80.2706,20.1936,56.1765,6.7744,28.2554,3.7111,3.5866,2.5863,0.1365,5.8081,24.6722,2.5766,15.8939,2.7004,89.4476,27.6279,0.6148
"C138",82.7474,14.2478,56.1036,4.2278,28.0418,2.2731,3.588,2.5854,0.1528,4.0528,24.73,1.6631,15.9481,1.7258,94.6523,27.67,0.5557
"C139",75.0238,13.503,53.6145,5.396,26.95,3.0526,3.6574,2.6472,0.1087,2.9513,24.2638,1.9133,15.8654,2.1813,94.1933,27.3138,0.5547
"C140",69.7174,-3.0476,51.3752,0.6316,25.8685,0.5188,3.6464,2.5344,0.0847,-0.902,22.866,0.0173,14.4313,0.1974,97.8745,27.9391,0.7322
"C141",78.9409,4.8152,53.6322,1.5426,26.6636,0.8471,3.5698,2.4038,0.117,1.2859,23.3781,0.4862,14.2126,0.5028,66.2761,6.1395,-0.3091
"C142",69.5963,-6.54,50.2511,0.2761,25.1485,0.4541,3.6338,2.5117,-0.0579,-2.0554,22.5395,-0.121,13.8751,0.2681,66.1688,3.6711,0.0078
"C143",78.5058,3.0972,53.8423,1.0833,26.8242,0.6015,3.6562,2.4889,-0.0671,0.4015,24.0874,0.4065,15.2915,0.5418,80.3368,6.456,-0.0059
"C144",75.676,0.3328,55.0208,3.0171,27.7959,1.9608,3.642,2.4687,-0.1097,-0.3644,23.5762,1.0343,15.0539,1.6847,48.8324,-7.3009,-0.4821
"C146",72.7924,-1.3364,49.3635,-1.4968,24.273,-0.954,3.7228,2.8074,0.2168,-0.8829,22.794,0.1518,14.0748,0.5404,73.9849,3.8503,0.5343
"C147",77.3231,4.1766,55.8856,1.8689,28.2559,1.0601,3.6326,2.5041,-0.1197,1.2467,24.8211,0.9896,16.5006,1.2198,98.9072,19.1493,0.2071
"C148",75.9211,6.1706,54.9827,2.9006,27.7757,1.6615,3.6392,2.566,-0.0695,1.2576,24.4914,1.3202,16.2978,1.7169,104.5792,19.5493,0.088
"C149",84.4416,14.0184,56.0032,3.326,27.8225,1.7046,3.6456,2.4415,-0.1248,3.2335,24.6471,1.4391,15.7804,1.5511,101.8202,27.2563,0.1535
"C151",81.379,11.926,57.227,3.67,28.8584,1.976,3.6398,2.4854,-0.1097,3.3215,25.5087,1.6672,17.1681,1.8789,124.5259,23.1767,-0.07
"C152",86.6638,17.7486,56.4954,2.7804,27.9332,1.1161,3.6648,2.5902,0.0492,3.7183,24.934,1.347,16.0796,1.2689,87.1828,9.7457,0.3661
