"Rsquared","RsquaredSD","MAE","MAESD","RMSE","RMSESD","model","trait"
0.308211889208512,0.0506844907745208,0.0814539276115875,0.00474454301984719,0.107553683245866,0.00546350334930972,"lm","ltf_trans"
0.278569137840508,0.0742871767871779,0.0808822060392075,0.00558561974165391,0.106690457977557,0.00839468100997377,"brnn","ltf_trans"
0.380886512198119,0.086438911146713,0.0757183167368506,0.00474231991379903,0.0992268988923416,0.00677334694711294,"parRF","ltf_trans"
0.219652966628963,0.10239028162785,0.0949393097314606,0.014736692868095,0.127472662007286,0.023082307227584,"cubist","ltf_trans"
0.312318329660173,0.0734208698182653,0.0813479991176135,0.00550858027368838,0.106766149888278,0.00691792780650001,"treebag","ltf_trans"
0.236401983061702,0.0602077136730204,0.0832006841610906,0.00635256264198625,0.110332288036978,0.00951472228971182,"svmRadialSigma","ltf_trans"
0.263680626594722,0.0614981822594778,0.084730723162381,0.00636580389491532,0.110912152203054,0.00812293706771504,"svmLinear","ltf_trans"
0.262441491454959,0.0584708176371306,0.0170538808291831,0.00104668409824496,0.0214360772844987,0.00129858494982034,"lm","dtf_trans"
0.252493957115606,0.0704783032913999,0.0168138707996921,0.00103905635493375,0.0211140234793346,0.00124845504430366,"brnn","dtf_trans"
0.355421665497201,0.0778847872149913,0.0158639947406822,0.000871538752455314,0.0197580035829719,0.0010513276875056,"parRF","dtf_trans"
0.230905484539617,0.0835409168728528,0.0185307553718439,0.00202334412265498,0.0240037070363293,0.00304979995624765,"cubist","dtf_trans"
0.313252710969465,0.0560684960187094,0.0160252081240263,0.00131247981336039,0.0203170548948254,0.00134765586335201,"treebag","dtf_trans"
0.257954664222357,0.0589669215742931,0.0173315514624776,0.000695963425953768,0.0215895564456908,0.000738755326227375,"svmRadialSigma","dtf_trans"
0.252055053104504,0.0921574325157047,0.0175900641787613,0.00124206296360699,0.022219363583265,0.00172054815198201,"svmLinear","dtf_trans"
0.511877947839695,0.0490617980499468,9.41857661135181,0.464638259458779,11.6716445092741,0.65984600786704,"lm","ros_diam_trans"
0.51212225462271,0.065224230540845,9.22697434436846,0.629856990466691,11.4789763280486,0.859032186414173,"brnn","ros_diam_trans"
0.480332119029427,0.0451906485790782,9.55580049648767,0.688021474846983,12.0487504467388,0.853627086637842,"parRF","ros_diam_trans"
0.402356801841554,0.124244059826077,10.5116426470144,1.36058254043645,13.4796069552264,2.53297546483317,"cubist","ros_diam_trans"
0.457199902048372,0.0657163135014908,9.71069325803323,0.559134360808062,12.2948161955809,0.720071164463836,"treebag","ros_diam_trans"
0.506484498080396,0.048714638623425,9.58872258864884,0.590152631374928,11.9051162668582,0.828032077322511,"svmRadialSigma","ros_diam_trans"
0.507761331568791,0.0760566800440681,9.5996573329913,0.50968033496536,11.8705792807925,0.688097440013682,"svmLinear","ros_diam_trans"
0.511792250803601,0.055107995822501,0.24206773250479,0.0173006704796051,0.301731026287548,0.0184066230221691,"lm","dry_mass_trans"
0.480750978983006,0.0556758195351648,0.241380055346675,0.0139523553700309,0.301021684449858,0.0140365891617957,"brnn","dry_mass_trans"
0.592638120067783,0.0574980527458645,0.235294764868507,0.0167897433602469,0.291577468085451,0.0163937892098964,"parRF","dry_mass_trans"
0.417889919095007,0.123350871212922,0.26108367761864,0.0372366543622599,0.351702294769057,0.0673888518761115,"cubist","dry_mass_trans"
0.49931819400601,0.0668639944504207,0.247387107240601,0.0176377548751284,0.307297206127981,0.0229346014698815,"treebag","dry_mass_trans"
0.495469091520653,0.0635475123092859,0.25309014581043,0.0131356754240258,0.309737089411359,0.0130712054774832,"svmRadialSigma","dry_mass_trans"
0.467169403616459,0.0761497120684741,0.247764126271869,0.0156843909614359,0.311066511369689,0.0177144699554172,"svmLinear","dry_mass_trans"
0.651794476289835,0.0393847197662653,3.1205928023381,0.184500545977157,3.96808448350384,0.255130842875056,"lm","Area_day21_trans"
0.650481986391826,0.0547980004696484,3.08890933492117,0.198098936606979,3.97800370530322,0.262812165500525,"brnn","Area_day21_trans"
0.605798284454607,0.0467927679541217,3.23504102365401,0.226948591710232,4.19575013748019,0.293998376725177,"parRF","Area_day21_trans"
0.575061936041759,0.088231933420609,3.31568548016641,0.316479212489388,4.43877901421484,0.604154974742827,"cubist","Area_day21_trans"
0.585355683923331,0.0577297304628583,3.32160815803129,0.243971696041333,4.257357162199,0.310867158980693,"treebag","Area_day21_trans"
0.624732667616278,0.0499128706622429,3.16403790402434,0.226719902581608,4.12954347507756,0.288524370452825,"svmRadialSigma","Area_day21_trans"
0.642683015013536,0.047983479819134,3.10285428314217,0.227920993355766,4.03017319369768,0.264938621143985,"svmLinear","Area_day21_trans"
0.603786406785239,0.0441846782848756,1.63338096107405,0.0935131680670738,2.06005180404793,0.12096086117065,"lm","Perimeter_day21_trans"
0.599288415715672,0.0545514693313768,1.61487968444259,0.0977855546447256,2.06840844056479,0.121448191707867,"brnn","Perimeter_day21_trans"
0.556222866954274,0.0479412034396974,1.69065514280366,0.111161911237714,2.16568438788979,0.141016033709466,"parRF","Perimeter_day21_trans"
0.451308407302924,0.0967434481231128,1.91695371057464,0.242084871408713,2.58686162609136,0.40874597719906,"cubist","Perimeter_day21_trans"
0.56611003450181,0.0380017633469422,1.62588062962644,0.118808114106916,2.09039644218262,0.134693213328368,"treebag","Perimeter_day21_trans"
0.55033555722384,0.0471188925661185,1.69212067372767,0.115234585455594,2.21460347524165,0.137738482038836,"svmRadialSigma","Perimeter_day21_trans"
0.583821822381464,0.0381112020046525,1.65690022567721,0.132284791293596,2.12146574406103,0.166571182235379,"svmLinear","Perimeter_day21_trans"
0.777595032050092,0.0409745273844096,1.23574451768193,0.106350532364109,1.68308254943086,0.222301254400854,"lm","Area_day29_trans"
0.775040845012878,0.0418096603825263,1.20770033763514,0.103090749542465,1.66145432332318,0.204705505353138,"brnn","Area_day29_trans"
0.719405959813993,0.0421085881224465,1.38878250742897,0.113228100741256,1.8569670031251,0.163542738773781,"parRF","Area_day29_trans"
0.660107682170059,0.118224475002993,1.40863363188562,0.276412486938457,2.07652925304492,0.509590255038974,"cubist","Area_day29_trans"
0.697019236524929,0.0396638365924095,1.45052768107174,0.1219813149708,1.9091703481406,0.172492872845841,"treebag","Area_day29_trans"
0.74858387353736,0.0439434146597294,1.26136688706187,0.129496563991225,1.77079042308329,0.234258774826011,"svmRadialSigma","Area_day29_trans"
0.759994117877775,0.0362207269764761,1.20622975160362,0.0794760365066489,1.67061272119484,0.123673703433901,"svmLinear","Area_day29_trans"
0.795521195096246,0.0455020847404089,0.443051085056529,0.0391592543052327,0.614612528409886,0.0983874967579997,"lm","Perimeter_day29_trans"
0.787170530650097,0.0413197240152367,0.437697802377997,0.0322230041322613,0.608878239053896,0.0804490063102249,"brnn","Perimeter_day29_trans"
0.741157359501319,0.0426836201158568,0.508525949144283,0.0349753872182456,0.685344134467846,0.0710838117024698,"parRF","Perimeter_day29_trans"
0.705092284667278,0.0996473940041013,0.494602382283504,0.0829242425306785,0.764066247190269,0.211139360403999,"cubist","Perimeter_day29_trans"
0.684553136335777,0.0446912195657065,0.538212132609273,0.0389135261251283,0.72162983167809,0.0757720721647719,"treebag","Perimeter_day29_trans"
0.761251168364828,0.0503745156038485,0.459584553629328,0.0422485069125519,0.672346887203879,0.0871157720829758,"svmRadialSigma","Perimeter_day29_trans"
0.766595247535159,0.0464969512052091,0.434495853871299,0.0423455859726503,0.64460030804143,0.0928498503990033,"svmLinear","Perimeter_day29_trans"
0.768756714616098,0.0474458147913543,0.696403383473323,0.0581964527631285,0.952544672268861,0.133421129319474,"lm","Area_growth_trans"
0.762725308098112,0.0438714915755518,0.686572517594397,0.055712633407832,0.942868135537316,0.117668417913204,"brnn","Area_growth_trans"
0.711006791543943,0.044953083647214,0.787184019133205,0.0631971405097122,1.04778365173688,0.088503467505197,"parRF","Area_growth_trans"
0.702254880437149,0.0861816455189008,0.740642883267755,0.120367005718968,1.07273032207228,0.236623547436698,"cubist","Area_growth_trans"
0.675225694557102,0.0549655301852371,0.821067836209564,0.0638397471874205,1.10311761382362,0.107555291069248,"treebag","Area_growth_trans"
0.751250788039035,0.0435989347947368,0.7138471310404,0.0493029312780137,0.991297053158835,0.106028684708832,"svmRadialSigma","Area_growth_trans"
0.753887127421206,0.0435897033135843,0.69583301929496,0.0554140512240766,0.947786375633304,0.105447247575306,"svmLinear","Area_growth_trans"
0.771508518506791,0.0490046300672061,0.581340363184381,0.0472588908570712,0.781942757963796,0.105623115167031,"lm","Perimeter_growth_trans"
0.760345081368314,0.0410036236260209,0.5784311248518,0.040964731398858,0.774120660422882,0.0821200274261394,"brnn","Perimeter_growth_trans"
0.702041257859765,0.0425984760886696,0.661921515197756,0.0430509667228875,0.88638256750094,0.0774634367965483,"parRF","Perimeter_growth_trans"
0.721786753565029,0.0743457898828487,0.611960723565754,0.070201762739828,0.829742406984431,0.1217415157068,"cubist","Perimeter_growth_trans"
0.650313059245869,0.0635430971926466,0.721677006276652,0.0869011914563616,0.959316854647704,0.129787421871507,"treebag","Perimeter_growth_trans"
0.76444057516725,0.0339377577612746,0.610391171393272,0.0651641471589281,0.852063956865182,0.130562428387184,"svmRadialSigma","Perimeter_growth_trans"
0.750989827877,0.0442877241283469,0.59165786964395,0.0433034470865426,0.805361879407721,0.0807044245210652,"svmLinear","Perimeter_growth_trans"
